Sample,Predicted Label,Probability for Basic,Probability for Deluxe,Probability for King,Probability for Standard,Probability for Super Deluxe
3255,King,0.01,0.08,0.64,0.27,0.0
3256,Standard,0.02,0.17,0.03,0.78,0.0
3257,King,0.01,0.08,0.64,0.27,0.0
3258,King,0.01,0.08,0.64,0.27,0.0
3259,King,0.01,0.08,0.64,0.27,0.0
3260,King,0.01,0.08,0.64,0.27,0.0
3261,King,0.01,0.08,0.64,0.27,0.0
3262,Standard,0.02,0.17,0.03,0.78,0.0
3263,King,0.01,0.08,0.64,0.27,0.0
3264,King,0.01,0.08,0.64,0.27,0.0
3265,King,0.01,0.08,0.64,0.27,0.0
3266,King,0.01,0.08,0.64,0.27,0.0
3267,King,0.01,0.08,0.64,0.27,0.0
3268,King,0.01,0.08,0.64,0.27,0.0
3269,King,0.01,0.08,0.64,0.27,0.0
3270,Deluxe,0.09,0.69,0.02,0.2,0.0
3271,King,0.01,0.08,0.64,0.27,0.0
3272,King,0.01,0.08,0.64,0.27,0.0
3273,Standard,0.02,0.17,0.03,0.78,0.0
3274,King,0.01,0.08,0.64,0.27,0.0
3275,Standard,0.02,0.17,0.03,0.78,0.0
3276,Standard,0.02,0.17,0.03,0.78,0.0
3277,King,0.01,0.08,0.64,0.27,0.0
3278,Standard,0.02,0.17,0.03,0.78,0.0
3279,King,0.01,0.08,0.64,0.27,0.0
3280,King,0.01,0.08,0.64,0.27,0.0
3281,King,0.01,0.08,0.64,0.27,0.0
3282,King,0.01,0.08,0.64,0.27,0.0
3283,King,0.01,0.08,0.64,0.27,0.0
3284,King,0.01,0.08,0.64,0.27,0.0
3285,Standard,0.02,0.17,0.03,0.78,0.0
3286,King,0.01,0.08,0.64,0.27,0.0
3287,King,0.01,0.08,0.64,0.27,0.0
3288,King,0.01,0.08,0.64,0.27,0.0
3289,King,0.01,0.08,0.64,0.27,0.0
3290,Standard,0.02,0.17,0.03,0.78,0.0
3291,Standard,0.02,0.17,0.03,0.78,0.0
3292,King,0.01,0.08,0.64,0.27,0.0
3293,Deluxe,0.09,0.69,0.02,0.2,0.0
3294,King,0.01,0.08,0.64,0.27,0.0
3295,King,0.01,0.08,0.64,0.27,0.0
3296,King,0.01,0.08,0.64,0.27,0.0
3297,King,0.01,0.08,0.64,0.27,0.0
3298,King,0.01,0.08,0.64,0.27,0.0
3299,King,0.01,0.08,0.64,0.27,0.0
3300,King,0.01,0.08,0.64,0.27,0.0
3301,Deluxe,0.09,0.69,0.02,0.2,0.0
3302,King,0.01,0.08,0.64,0.27,0.0
3303,Standard,0.02,0.17,0.03,0.78,0.0
3304,King,0.01,0.08,0.64,0.27,0.0
3305,King,0.01,0.08,0.64,0.27,0.0
3306,King,0.01,0.08,0.64,0.27,0.0
3307,King,0.01,0.08,0.64,0.27,0.0
3308,Standard,0.02,0.17,0.03,0.78,0.0
3309,Standard,0.02,0.17,0.03,0.78,0.0
3310,King,0.01,0.08,0.64,0.27,0.0
3311,Deluxe,0.09,0.69,0.02,0.2,0.0
3312,Standard,0.02,0.17,0.03,0.78,0.0
3313,King,0.01,0.08,0.64,0.27,0.0
3314,King,0.01,0.08,0.64,0.27,0.0
3315,King,0.01,0.08,0.64,0.27,0.0
3316,King,0.01,0.08,0.64,0.27,0.0
3317,Standard,0.02,0.17,0.03,0.78,0.0
3318,Deluxe,0.09,0.69,0.02,0.2,0.0
3319,Standard,0.02,0.17,0.03,0.78,0.0
3320,King,0.01,0.08,0.64,0.27,0.0
3321,King,0.01,0.08,0.64,0.27,0.0
3322,Standard,0.02,0.17,0.03,0.78,0.0
3323,Standard,0.02,0.17,0.03,0.78,0.0
3324,King,0.01,0.08,0.64,0.27,0.0
3325,Standard,0.02,0.17,0.03,0.78,0.0
3326,King,0.01,0.08,0.64,0.27,0.0
3327,King,0.01,0.08,0.64,0.27,0.0
3328,Standard,0.02,0.17,0.03,0.78,0.0
3329,King,0.01,0.08,0.64,0.27,0.0
3330,King,0.01,0.08,0.64,0.27,0.0
3331,King,0.01,0.08,0.64,0.27,0.0
3332,King,0.01,0.08,0.64,0.27,0.0
3333,Standard,0.02,0.17,0.03,0.78,0.0
3334,King,0.01,0.08,0.64,0.27,0.0
3335,Standard,0.02,0.17,0.03,0.78,0.0
3336,King,0.01,0.08,0.64,0.27,0.0
3337,Standard,0.02,0.17,0.03,0.78,0.0
3338,Standard,0.02,0.17,0.03,0.78,0.0
3339,Deluxe,0.09,0.69,0.02,0.2,0.0
3340,Standard,0.02,0.17,0.03,0.78,0.0
3341,Standard,0.02,0.17,0.03,0.78,0.0
3342,King,0.01,0.08,0.64,0.27,0.0
3343,King,0.01,0.08,0.64,0.27,0.0
3344,King,0.01,0.08,0.64,0.27,0.0
3345,King,0.01,0.08,0.64,0.27,0.0
3346,King,0.01,0.08,0.64,0.27,0.0
3347,King,0.01,0.08,0.64,0.27,0.0
3348,King,0.01,0.08,0.64,0.27,0.0
3349,Standard,0.02,0.17,0.03,0.78,0.0
3350,King,0.01,0.08,0.64,0.27,0.0
3351,Standard,0.02,0.17,0.03,0.78,0.0
3352,Standard,0.02,0.17,0.03,0.78,0.0
3353,Standard,0.02,0.17,0.03,0.78,0.0
3354,Standard,0.02,0.17,0.03,0.78,0.0
3355,King,0.01,0.08,0.64,0.27,0.0
3356,Standard,0.02,0.17,0.03,0.78,0.0
3357,King,0.01,0.08,0.64,0.27,0.0
3358,Standard,0.02,0.17,0.03,0.78,0.0
3359,King,0.01,0.08,0.64,0.27,0.0
3360,King,0.01,0.08,0.64,0.27,0.0
3361,Standard,0.02,0.17,0.03,0.78,0.0
3362,Standard,0.02,0.17,0.03,0.78,0.0
3363,Standard,0.02,0.17,0.03,0.78,0.0
3364,King,0.01,0.08,0.64,0.27,0.0
3365,King,0.01,0.08,0.64,0.27,0.0
3366,Standard,0.02,0.17,0.03,0.78,0.0
3367,Standard,0.02,0.17,0.03,0.78,0.0
3368,King,0.01,0.08,0.64,0.27,0.0
3369,Standard,0.02,0.17,0.03,0.78,0.0
3370,Standard,0.02,0.17,0.03,0.78,0.0
3371,Standard,0.02,0.17,0.03,0.78,0.0
3372,Standard,0.02,0.17,0.03,0.78,0.0
3373,King,0.01,0.08,0.64,0.27,0.0
3374,Standard,0.02,0.17,0.03,0.78,0.0
3375,King,0.01,0.08,0.64,0.27,0.0
3376,King,0.01,0.08,0.64,0.27,0.0
3377,King,0.01,0.08,0.64,0.27,0.0
3378,Deluxe,0.09,0.69,0.02,0.2,0.0
3379,King,0.01,0.08,0.64,0.27,0.0
3380,Standard,0.02,0.17,0.03,0.78,0.0
3381,Standard,0.02,0.17,0.03,0.78,0.0
3382,Deluxe,0.09,0.69,0.02,0.2,0.0
3383,Standard,0.02,0.17,0.03,0.78,0.0
3384,King,0.01,0.08,0.64,0.27,0.0
3385,King,0.01,0.08,0.64,0.27,0.0
3386,King,0.01,0.08,0.64,0.27,0.0
3387,King,0.01,0.08,0.64,0.27,0.0
3388,King,0.01,0.08,0.64,0.27,0.0
3389,King,0.01,0.08,0.64,0.27,0.0
3390,Standard,0.02,0.17,0.03,0.78,0.0
3391,King,0.01,0.08,0.64,0.27,0.0
3392,Standard,0.02,0.17,0.03,0.78,0.0
3393,Standard,0.02,0.17,0.03,0.78,0.0
3394,King,0.01,0.08,0.64,0.27,0.0
3395,King,0.01,0.08,0.64,0.27,0.0
3396,King,0.01,0.08,0.64,0.27,0.0
3397,King,0.01,0.08,0.64,0.27,0.0
3398,King,0.01,0.08,0.64,0.27,0.0
3399,King,0.01,0.08,0.64,0.27,0.0
3400,King,0.01,0.08,0.64,0.27,0.0
3401,King,0.01,0.08,0.64,0.27,0.0
3402,King,0.01,0.08,0.64,0.27,0.0
3403,Standard,0.02,0.17,0.03,0.78,0.0
3404,King,0.01,0.08,0.64,0.27,0.0
3405,King,0.01,0.08,0.64,0.27,0.0
3406,King,0.01,0.08,0.64,0.27,0.0
3407,Standard,0.02,0.17,0.03,0.78,0.0
3408,Standard,0.02,0.17,0.03,0.78,0.0
3409,King,0.01,0.08,0.64,0.27,0.0
3410,King,0.01,0.08,0.64,0.27,0.0
3411,Standard,0.02,0.17,0.03,0.78,0.0
3412,King,0.01,0.08,0.64,0.27,0.0
3413,Standard,0.02,0.17,0.03,0.78,0.0
3414,King,0.01,0.08,0.64,0.27,0.0
3415,Deluxe,0.09,0.69,0.02,0.2,0.0
3416,King,0.01,0.08,0.64,0.27,0.0
3417,Standard,0.02,0.17,0.03,0.78,0.0
3418,Standard,0.02,0.17,0.03,0.78,0.0
3419,King,0.01,0.08,0.64,0.27,0.0
3420,King,0.01,0.08,0.64,0.27,0.0
3421,King,0.01,0.08,0.64,0.27,0.0
3422,King,0.01,0.08,0.64,0.27,0.0
3423,King,0.01,0.08,0.64,0.27,0.0
3424,Standard,0.02,0.17,0.03,0.78,0.0
3425,King,0.01,0.08,0.64,0.27,0.0
3426,Standard,0.02,0.17,0.03,0.78,0.0
3427,King,0.01,0.08,0.64,0.27,0.0
3428,King,0.01,0.08,0.64,0.27,0.0
3429,Standard,0.02,0.17,0.03,0.78,0.0
3430,King,0.01,0.08,0.64,0.27,0.0
3431,King,0.01,0.08,0.64,0.27,0.0
3432,King,0.01,0.08,0.64,0.27,0.0
3433,Standard,0.02,0.17,0.03,0.78,0.0
3434,King,0.01,0.08,0.64,0.27,0.0
3435,Standard,0.02,0.17,0.03,0.78,0.0
3436,Standard,0.02,0.17,0.03,0.78,0.0
3437,King,0.01,0.08,0.64,0.27,0.0
3438,King,0.01,0.08,0.64,0.27,0.0
3439,Deluxe,0.09,0.69,0.02,0.2,0.0
3440,King,0.01,0.08,0.64,0.27,0.0
3441,King,0.01,0.08,0.64,0.27,0.0
3442,King,0.01,0.08,0.64,0.27,0.0
3443,Deluxe,0.09,0.69,0.02,0.2,0.0
3444,Standard,0.02,0.17,0.03,0.78,0.0
3445,King,0.01,0.08,0.64,0.27,0.0
3446,Standard,0.02,0.17,0.03,0.78,0.0
3447,King,0.01,0.08,0.64,0.27,0.0
3448,Standard,0.02,0.17,0.03,0.78,0.0
3449,King,0.01,0.08,0.64,0.27,0.0
3450,King,0.01,0.08,0.64,0.27,0.0
3451,King,0.01,0.08,0.64,0.27,0.0
3452,King,0.01,0.08,0.64,0.27,0.0
3453,King,0.01,0.08,0.64,0.27,0.0
3454,Deluxe,0.09,0.69,0.02,0.2,0.0
3455,King,0.01,0.08,0.64,0.27,0.0
3456,King,0.01,0.08,0.64,0.27,0.0
3457,King,0.01,0.08,0.64,0.27,0.0
3458,King,0.01,0.08,0.64,0.27,0.0
3459,Standard,0.02,0.17,0.03,0.78,0.0
3460,King,0.01,0.08,0.64,0.27,0.0
3461,Standard,0.02,0.17,0.03,0.78,0.0
3462,King,0.01,0.08,0.64,0.27,0.0
3463,King,0.01,0.08,0.64,0.27,0.0
3464,Standard,0.02,0.17,0.03,0.78,0.0
3465,Standard,0.02,0.17,0.03,0.78,0.0
3466,Deluxe,0.09,0.69,0.02,0.2,0.0
3467,King,0.01,0.08,0.64,0.27,0.0
3468,Standard,0.02,0.17,0.03,0.78,0.0
3469,King,0.01,0.08,0.64,0.27,0.0
3470,Deluxe,0.09,0.69,0.02,0.2,0.0
3471,Standard,0.02,0.17,0.03,0.78,0.0
3472,King,0.01,0.08,0.64,0.27,0.0
3473,King,0.01,0.08,0.64,0.27,0.0
3474,King,0.01,0.08,0.64,0.27,0.0
3475,King,0.01,0.08,0.64,0.27,0.0
3476,King,0.01,0.08,0.64,0.27,0.0
3477,King,0.01,0.08,0.64,0.27,0.0
3478,King,0.01,0.08,0.64,0.27,0.0
3479,Standard,0.02,0.17,0.03,0.78,0.0
3480,King,0.01,0.08,0.64,0.27,0.0
3481,King,0.01,0.08,0.64,0.27,0.0
3482,Standard,0.02,0.17,0.03,0.78,0.0
3483,King,0.01,0.08,0.64,0.27,0.0
3484,Deluxe,0.09,0.69,0.02,0.2,0.0
3485,Standard,0.02,0.17,0.03,0.78,0.0
3486,Deluxe,0.09,0.69,0.02,0.2,0.0
3487,Standard,0.02,0.17,0.03,0.78,0.0
3488,King,0.01,0.08,0.64,0.27,0.0
3489,King,0.01,0.08,0.64,0.27,0.0
3490,King,0.01,0.08,0.64,0.27,0.0
3491,King,0.01,0.08,0.64,0.27,0.0
3492,King,0.01,0.08,0.64,0.27,0.0
3493,King,0.01,0.08,0.64,0.27,0.0
3494,King,0.01,0.08,0.64,0.27,0.0
3495,King,0.01,0.08,0.64,0.27,0.0
3496,King,0.01,0.08,0.64,0.27,0.0
3497,King,0.01,0.08,0.64,0.27,0.0
3498,King,0.01,0.08,0.64,0.27,0.0
3499,King,0.01,0.08,0.64,0.27,0.0
3500,King,0.01,0.08,0.64,0.27,0.0
3501,King,0.01,0.08,0.64,0.27,0.0
3502,King,0.01,0.08,0.64,0.27,0.0
3503,Standard,0.02,0.17,0.03,0.78,0.0
3504,King,0.01,0.08,0.64,0.27,0.0
3505,King,0.01,0.08,0.64,0.27,0.0
3506,King,0.01,0.08,0.64,0.27,0.0
3507,King,0.01,0.08,0.64,0.27,0.0
3508,King,0.01,0.08,0.64,0.27,0.0
3509,King,0.01,0.08,0.64,0.27,0.0
3510,King,0.01,0.08,0.64,0.27,0.0
3511,Standard,0.02,0.17,0.03,0.78,0.0
3512,King,0.01,0.08,0.64,0.27,0.0
3513,King,0.01,0.08,0.64,0.27,0.0
3514,Deluxe,0.09,0.69,0.02,0.2,0.0
3515,King,0.01,0.08,0.64,0.27,0.0
3516,Standard,0.02,0.17,0.03,0.78,0.0
3517,Standard,0.02,0.17,0.03,0.78,0.0
3518,King,0.01,0.08,0.64,0.27,0.0
3519,King,0.01,0.08,0.64,0.27,0.0
3520,King,0.01,0.08,0.64,0.27,0.0
3521,King,0.01,0.08,0.64,0.27,0.0
3522,King,0.01,0.08,0.64,0.27,0.0
3523,King,0.01,0.08,0.64,0.27,0.0
3524,King,0.01,0.08,0.64,0.27,0.0
3525,King,0.01,0.08,0.64,0.27,0.0
3526,Standard,0.02,0.17,0.03,0.78,0.0
3527,Standard,0.02,0.17,0.03,0.78,0.0
3528,Standard,0.02,0.17,0.03,0.78,0.0
3529,King,0.01,0.08,0.64,0.27,0.0
3530,King,0.01,0.08,0.64,0.27,0.0
3531,Standard,0.02,0.17,0.03,0.78,0.0
3532,Standard,0.02,0.17,0.03,0.78,0.0
3533,King,0.01,0.08,0.64,0.27,0.0
3534,Standard,0.02,0.17,0.03,0.78,0.0
3535,King,0.01,0.08,0.64,0.27,0.0
3536,King,0.01,0.08,0.64,0.27,0.0
3537,King,0.01,0.08,0.64,0.27,0.0
3538,Standard,0.02,0.17,0.03,0.78,0.0
3539,Deluxe,0.09,0.69,0.02,0.2,0.0
3540,King,0.01,0.08,0.64,0.27,0.0
3541,Standard,0.02,0.17,0.03,0.78,0.0
3542,Standard,0.02,0.17,0.03,0.78,0.0
3543,King,0.01,0.08,0.64,0.27,0.0
3544,Standard,0.02,0.17,0.03,0.78,0.0
3545,King,0.01,0.08,0.64,0.27,0.0
3546,Standard,0.02,0.17,0.03,0.78,0.0
3547,King,0.01,0.08,0.64,0.27,0.0
3548,Deluxe,0.09,0.69,0.02,0.2,0.0
3549,King,0.01,0.08,0.64,0.27,0.0
3550,King,0.01,0.08,0.64,0.27,0.0
3551,King,0.01,0.08,0.64,0.27,0.0
3552,King,0.01,0.08,0.64,0.27,0.0
3553,Standard,0.02,0.17,0.03,0.78,0.0
3554,King,0.01,0.08,0.64,0.27,0.0
3555,King,0.01,0.08,0.64,0.27,0.0
3556,King,0.01,0.08,0.64,0.27,0.0
3557,Standard,0.02,0.17,0.03,0.78,0.0
3558,King,0.01,0.08,0.64,0.27,0.0
3559,Deluxe,0.09,0.69,0.02,0.2,0.0
3560,King,0.01,0.08,0.64,0.27,0.0
3561,King,0.01,0.08,0.64,0.27,0.0
3562,King,0.01,0.08,0.64,0.27,0.0
3563,King,0.01,0.08,0.64,0.27,0.0
3564,Standard,0.02,0.17,0.03,0.78,0.0
3565,Deluxe,0.09,0.69,0.02,0.2,0.0
3566,King,0.01,0.08,0.64,0.27,0.0
3567,King,0.01,0.08,0.64,0.27,0.0
3568,King,0.01,0.08,0.64,0.27,0.0
3569,King,0.01,0.08,0.64,0.27,0.0
3570,King,0.01,0.08,0.64,0.27,0.0
3571,Standard,0.02,0.17,0.03,0.78,0.0
3572,King,0.01,0.08,0.64,0.27,0.0
3573,Standard,0.02,0.17,0.03,0.78,0.0
3574,Standard,0.02,0.17,0.03,0.78,0.0
3575,King,0.01,0.08,0.64,0.27,0.0
3576,King,0.01,0.08,0.64,0.27,0.0
3577,Deluxe,0.09,0.69,0.02,0.2,0.0
3578,Deluxe,0.09,0.69,0.02,0.2,0.0
3579,Standard,0.02,0.17,0.03,0.78,0.0
3580,King,0.01,0.08,0.64,0.27,0.0
3581,King,0.01,0.08,0.64,0.27,0.0
3582,Deluxe,0.09,0.69,0.02,0.2,0.0
3583,Standard,0.02,0.17,0.03,0.78,0.0
3584,King,0.01,0.08,0.64,0.27,0.0
3585,Standard,0.02,0.17,0.03,0.78,0.0
3586,King,0.01,0.08,0.64,0.27,0.0
3587,King,0.01,0.08,0.64,0.27,0.0
3588,Standard,0.02,0.17,0.03,0.78,0.0
3589,King,0.01,0.08,0.64,0.27,0.0
3590,Standard,0.02,0.17,0.03,0.78,0.0
3591,King,0.01,0.08,0.64,0.27,0.0
3592,King,0.01,0.08,0.64,0.27,0.0
3593,Deluxe,0.09,0.69,0.02,0.2,0.0
3594,King,0.01,0.08,0.64,0.27,0.0
3595,King,0.01,0.08,0.64,0.27,0.0
3596,Deluxe,0.09,0.69,0.02,0.2,0.0
3597,Standard,0.02,0.17,0.03,0.78,0.0
3598,King,0.01,0.08,0.64,0.27,0.0
3599,King,0.01,0.08,0.64,0.27,0.0
3600,King,0.01,0.08,0.64,0.27,0.0
3601,King,0.01,0.08,0.64,0.27,0.0
3602,Deluxe,0.09,0.69,0.02,0.2,0.0
3603,King,0.01,0.08,0.64,0.27,0.0
3604,King,0.01,0.08,0.64,0.27,0.0
3605,King,0.01,0.08,0.64,0.27,0.0
3606,King,0.01,0.08,0.64,0.27,0.0
3607,King,0.01,0.08,0.64,0.27,0.0
3608,King,0.01,0.08,0.64,0.27,0.0
3609,King,0.01,0.08,0.64,0.27,0.0
3610,King,0.01,0.08,0.64,0.27,0.0
3611,Deluxe,0.09,0.69,0.02,0.2,0.0
3612,King,0.01,0.08,0.64,0.27,0.0
3613,King,0.01,0.08,0.64,0.27,0.0
3614,Standard,0.02,0.17,0.03,0.78,0.0
3615,King,0.01,0.08,0.64,0.27,0.0
3616,King,0.01,0.08,0.64,0.27,0.0
3617,King,0.01,0.08,0.64,0.27,0.0
3618,Standard,0.02,0.17,0.03,0.78,0.0
3619,King,0.01,0.08,0.64,0.27,0.0
3620,Standard,0.02,0.17,0.03,0.78,0.0
3621,King,0.01,0.08,0.64,0.27,0.0
3622,Standard,0.02,0.17,0.03,0.78,0.0
3623,Standard,0.02,0.17,0.03,0.78,0.0
3624,King,0.01,0.08,0.64,0.27,0.0
3625,King,0.01,0.08,0.64,0.27,0.0
3626,Standard,0.02,0.17,0.03,0.78,0.0
3627,King,0.01,0.08,0.64,0.27,0.0
3628,Standard,0.02,0.17,0.03,0.78,0.0
3629,King,0.01,0.08,0.64,0.27,0.0
3630,Deluxe,0.09,0.69,0.02,0.2,0.0
3631,Standard,0.02,0.17,0.03,0.78,0.0
3632,King,0.01,0.08,0.64,0.27,0.0
3633,Deluxe,0.09,0.69,0.02,0.2,0.0
3634,King,0.01,0.08,0.64,0.27,0.0
3635,Standard,0.02,0.17,0.03,0.78,0.0
3636,Standard,0.02,0.17,0.03,0.78,0.0
3637,King,0.01,0.08,0.64,0.27,0.0
3638,Standard,0.02,0.17,0.03,0.78,0.0
3639,King,0.01,0.08,0.64,0.27,0.0
3640,King,0.01,0.08,0.64,0.27,0.0
3641,Standard,0.02,0.17,0.03,0.78,0.0
3642,King,0.01,0.08,0.64,0.27,0.0
3643,Standard,0.02,0.17,0.03,0.78,0.0
3644,Standard,0.02,0.17,0.03,0.78,0.0
3645,King,0.01,0.08,0.64,0.27,0.0
3646,King,0.01,0.08,0.64,0.27,0.0
3647,King,0.01,0.08,0.64,0.27,0.0
3648,King,0.01,0.08,0.64,0.27,0.0
3649,King,0.01,0.08,0.64,0.27,0.0
3650,King,0.01,0.08,0.64,0.27,0.0
3651,Standard,0.02,0.17,0.03,0.78,0.0
3652,Standard,0.02,0.17,0.03,0.78,0.0
3653,Standard,0.02,0.17,0.03,0.78,0.0
3654,King,0.01,0.08,0.64,0.27,0.0
3655,King,0.01,0.08,0.64,0.27,0.0
3656,Standard,0.02,0.17,0.03,0.78,0.0
3657,King,0.01,0.08,0.64,0.27,0.0
3658,King,0.01,0.08,0.64,0.27,0.0
3659,Standard,0.02,0.17,0.03,0.78,0.0
3660,Standard,0.02,0.17,0.03,0.78,0.0
3661,King,0.01,0.08,0.64,0.27,0.0
3662,King,0.01,0.08,0.64,0.27,0.0
3663,King,0.01,0.08,0.64,0.27,0.0
3664,King,0.01,0.08,0.64,0.27,0.0
3665,King,0.01,0.08,0.64,0.27,0.0
3666,King,0.01,0.08,0.64,0.27,0.0
3667,King,0.01,0.08,0.64,0.27,0.0
3668,King,0.01,0.08,0.64,0.27,0.0
3669,Deluxe,0.09,0.69,0.02,0.2,0.0
3670,King,0.01,0.08,0.64,0.27,0.0
3671,King,0.01,0.08,0.64,0.27,0.0
3672,King,0.01,0.08,0.64,0.27,0.0
3673,King,0.01,0.08,0.64,0.27,0.0
3674,Standard,0.02,0.17,0.03,0.78,0.0
3675,King,0.01,0.08,0.64,0.27,0.0
3676,King,0.01,0.08,0.64,0.27,0.0
3677,Standard,0.02,0.17,0.03,0.78,0.0
3678,Deluxe,0.09,0.69,0.02,0.2,0.0
3679,King,0.01,0.08,0.64,0.27,0.0
3680,Standard,0.02,0.17,0.03,0.78,0.0
3681,King,0.01,0.08,0.64,0.27,0.0
3682,King,0.01,0.08,0.64,0.27,0.0
3683,Standard,0.02,0.17,0.03,0.78,0.0
3684,King,0.01,0.08,0.64,0.27,0.0
3685,Deluxe,0.09,0.69,0.02,0.2,0.0
3686,Standard,0.02,0.17,0.03,0.78,0.0
3687,King,0.01,0.08,0.64,0.27,0.0
3688,Standard,0.02,0.17,0.03,0.78,0.0
3689,King,0.01,0.08,0.64,0.27,0.0
3690,King,0.01,0.08,0.64,0.27,0.0
3691,King,0.01,0.08,0.64,0.27,0.0
3692,Standard,0.02,0.17,0.03,0.78,0.0
3693,King,0.01,0.08,0.64,0.27,0.0
3694,Deluxe,0.09,0.69,0.02,0.2,0.0
3695,King,0.01,0.08,0.64,0.27,0.0
3696,King,0.01,0.08,0.64,0.27,0.0
3697,Standard,0.02,0.17,0.03,0.78,0.0
3698,King,0.01,0.08,0.64,0.27,0.0
3699,King,0.01,0.08,0.64,0.27,0.0
3700,Standard,0.02,0.17,0.03,0.78,0.0
3701,Standard,0.02,0.17,0.03,0.78,0.0
3702,King,0.01,0.08,0.64,0.27,0.0
3703,Standard,0.02,0.17,0.03,0.78,0.0
3704,King,0.01,0.08,0.64,0.27,0.0
3705,King,0.01,0.08,0.64,0.27,0.0
3706,Standard,0.02,0.17,0.03,0.78,0.0
3707,King,0.01,0.08,0.64,0.27,0.0
3708,Standard,0.02,0.17,0.03,0.78,0.0
3709,Standard,0.02,0.17,0.03,0.78,0.0
3710,Standard,0.02,0.17,0.03,0.78,0.0
3711,King,0.01,0.08,0.64,0.27,0.0
3712,King,0.01,0.08,0.64,0.27,0.0
3713,King,0.01,0.08,0.64,0.27,0.0
3714,Standard,0.02,0.17,0.03,0.78,0.0
3715,King,0.01,0.08,0.64,0.27,0.0
3716,Deluxe,0.09,0.69,0.02,0.2,0.0
3717,King,0.01,0.08,0.64,0.27,0.0
3718,Deluxe,0.09,0.69,0.02,0.2,0.0
3719,King,0.01,0.08,0.64,0.27,0.0
3720,Standard,0.02,0.17,0.03,0.78,0.0
3721,Standard,0.02,0.17,0.03,0.78,0.0
3722,King,0.01,0.08,0.64,0.27,0.0
3723,Standard,0.02,0.17,0.03,0.78,0.0
3724,King,0.01,0.08,0.64,0.27,0.0
3725,King,0.01,0.08,0.64,0.27,0.0
3726,King,0.01,0.08,0.64,0.27,0.0
3727,Standard,0.02,0.17,0.03,0.78,0.0
3728,King,0.01,0.08,0.64,0.27,0.0
3729,King,0.01,0.08,0.64,0.27,0.0
3730,Standard,0.02,0.17,0.03,0.78,0.0
3731,Deluxe,0.09,0.69,0.02,0.2,0.0
3732,King,0.01,0.08,0.64,0.27,0.0
3733,King,0.01,0.08,0.64,0.27,0.0
3734,King,0.01,0.08,0.64,0.27,0.0
3735,Standard,0.02,0.17,0.03,0.78,0.0
3736,Standard,0.02,0.17,0.03,0.78,0.0
3737,Deluxe,0.09,0.69,0.02,0.2,0.0
3738,King,0.01,0.08,0.64,0.27,0.0
3739,Standard,0.02,0.17,0.03,0.78,0.0
3740,King,0.01,0.08,0.64,0.27,0.0
3741,Standard,0.02,0.17,0.03,0.78,0.0
3742,King,0.01,0.08,0.64,0.27,0.0
3743,King,0.01,0.08,0.64,0.27,0.0
3744,Standard,0.02,0.17,0.03,0.78,0.0
3745,King,0.01,0.08,0.64,0.27,0.0
3746,King,0.01,0.08,0.64,0.27,0.0
3747,King,0.01,0.08,0.64,0.27,0.0
3748,Deluxe,0.09,0.69,0.02,0.2,0.0
3749,King,0.01,0.08,0.64,0.27,0.0
3750,Standard,0.02,0.17,0.03,0.78,0.0
3751,King,0.01,0.08,0.64,0.27,0.0
3752,Standard,0.02,0.17,0.03,0.78,0.0
3753,Standard,0.02,0.17,0.03,0.78,0.0
3754,Standard,0.02,0.17,0.03,0.78,0.0
3755,King,0.01,0.08,0.64,0.27,0.0
3756,King,0.01,0.08,0.64,0.27,0.0
3757,Standard,0.02,0.17,0.03,0.78,0.0
3758,King,0.01,0.08,0.64,0.27,0.0
3759,Standard,0.02,0.17,0.03,0.78,0.0
3760,Standard,0.02,0.17,0.03,0.78,0.0
3761,King,0.01,0.08,0.64,0.27,0.0
3762,Standard,0.02,0.17,0.03,0.78,0.0
3763,King,0.01,0.08,0.64,0.27,0.0
3764,Standard,0.02,0.17,0.03,0.78,0.0
3765,Deluxe,0.09,0.69,0.02,0.2,0.0
3766,King,0.01,0.08,0.64,0.27,0.0
3767,Standard,0.02,0.17,0.03,0.78,0.0
3768,Deluxe,0.09,0.69,0.02,0.2,0.0
3769,King,0.01,0.08,0.64,0.27,0.0
3770,King,0.01,0.08,0.64,0.27,0.0
3771,King,0.01,0.08,0.64,0.27,0.0
3772,Deluxe,0.09,0.69,0.02,0.2,0.0
3773,King,0.01,0.08,0.64,0.27,0.0
3774,Standard,0.02,0.17,0.03,0.78,0.0
3775,Standard,0.02,0.17,0.03,0.78,0.0
3776,Standard,0.02,0.17,0.03,0.78,0.0
3777,King,0.01,0.08,0.64,0.27,0.0
3778,King,0.01,0.08,0.64,0.27,0.0
3779,King,0.01,0.08,0.64,0.27,0.0
3780,Standard,0.02,0.17,0.03,0.78,0.0
3781,Standard,0.02,0.17,0.03,0.78,0.0
3782,Standard,0.02,0.17,0.03,0.78,0.0
3783,Standard,0.02,0.17,0.03,0.78,0.0
3784,King,0.01,0.08,0.64,0.27,0.0
3785,Standard,0.02,0.17,0.03,0.78,0.0
3786,King,0.01,0.08,0.64,0.27,0.0
3787,Standard,0.02,0.17,0.03,0.78,0.0
3788,King,0.01,0.08,0.64,0.27,0.0
3789,King,0.01,0.08,0.64,0.27,0.0
3790,Standard,0.02,0.17,0.03,0.78,0.0
3791,King,0.01,0.08,0.64,0.27,0.0
